number,option1,option2,option1Votes,option2Votes,recommended,active,available,hidden,like,dislike,cat
1031,Explore outer space,Explore the depths of the ocean,0,0,0,1,1,0,0,0,Science
1032,Have X-ray vision,The ability to fly,0,0,0,1,1,0,0,0,Science
1033,Control the weather,Have super strength,0,0,0,1,1,0,0,0,Science
1034,Discover a new planet,Find a cure for a disease,0,0,0,1,1,0,0,0,Science
1035,Talk to animals,Speak every language in the world,0,0,0,1,1,0,0,0,Science
1036,Change the color of your eyes at will,Change your hair color instantly,0,0,0,1,1,0,0,0,Science
1037,Have a robot friend who can do your homework,A pet dinosaur,0,0,0,1,1,0,0,0,Science
1038,Invent a new gadget that everyone loves,Discover a new species of animal,0,0,0,1,1,0,0,0,Science
1039,Have a time machine that takes you to the past,To the future,0,0,0,1,1,0,0,0,Science
1040,Have a laboratory full of cool science experiments,A library full of books about the universe,0,0,0,1,1,0,0,0,Science
1041,Breathe underwater,Walk on clouds,0,0,0,1,1,0,0,0,Science
1042,Talk to plants,Control the growth of trees and flowers,0,0,0,1,1,0,0,0,Science
1043,Have a jetpack that lets you fly anywhere,A hoverboard that glides over water,0,0,0,1,1,0,0,0,Science
1044,Have a robot dog that can do tricks,A robot that helps you with your schoolwork,0,0,0,1,1,0,0,0,Science
1045,Have a pet dolphin,A pet monkey,0,0,0,1,1,0,0,0,Animal
1046,Talk to dogs,Communicate with birds,0,0,0,1,1,0,0,0,Animal
1047,Have a pet turtle that lives for 100 years,A pet parrot that can mimic any sound,0,0,0,1,1,0,0,0,Animal
1048,Have a sleepover at the zoo,A safari adventure in the wild,0,0,0,1,1,0,0,0,Animal
1049,Swim like a fish,Climb like a monkey,0,0,0,1,1,0,0,0,Animal
1050,Have a pet tiger that acts like a kitten,A pet elephant with magical powers,0,0,0,1,1,0,0,0,Animal
1051,Fly like a bird,Run as fast as a cheetah,0,0,0,1,1,0,0,0,Animal
1052,Have a hedgehog friend,A rabbit companion,0,0,0,1,1,0,0,0,Animal
1053,Discover a hidden treasure guarded by lions,Find a secret passage in a mysterious jungle,0,0,0,1,1,0,0,0,Animal
1054,Have a pet panda that loves to play,A koala that loves to cuddle,0,0,0,1,1,0,0,0,Animal
1055,Spend a day with penguins in Antarctica,With elephants in Africa,0,0,0,1,1,0,0,0,Animal
1056,Camouflage like a chameleon,Night vision like an owl,0,0,0,1,1,0,0,0,Animal
1057,Have a pet dragonfly that can take you on flying adventures,A pet fox that can solve mysteries,0,0,0,1,1,0,0,0,Animal
1058,Explore a coral reef and meet colorful fish,Trek through a rainforest and encounter exotic birds,0,0,0,1,1,0,0,0,Animal
1059,Have a pet kangaroo that carries you around,A polar bear that keeps you warm in cold weather,0,0,0,1,1,0,0,0,Animal
1060,Have a pet octopus with eight arms,A giraffe with a long neck,0,0,0,1,1,0,0,0,Animal
1061,Star in a superhero movie,Be the lead in a magical fantasy film,0,0,0,1,1,0,0,0,Entertainment
1062,Attend a concert of your favorite singer,Watch a live performance of your favorite band,0,0,0,1,1,0,0,0,Entertainment
1063,Meet a famous actor/actress,A famous musician,0,0,0,1,1,0,0,0,Entertainment
1064,Have a dance party with your friends,A karaoke night with family,0,0,0,1,1,0,0,0,Entertainment
1065,Have front-row tickets to a circus show,A magic show,0,0,0,1,1,0,0,0,Entertainment
1066,Go to a theme park,A water park for a day of fun,0,0,0,1,1,0,0,0,Entertainment
1067,Have a sleepover and watch movies all night,Go camping and tell ghost stories around a campfire,0,0,0,1,1,0,0,0,Entertainment
1068,Have a magic wand that can make any toy come to life,A book that transports you into its story,0,0,0,1,1,0,0,0,Entertainment
1069,Have a private concert by your favorite band,VIP tickets to a Broadway musical,0,0,0,1,1,0,0,0,Entertainment
1070,Be the main character in a video game,The host of a TV show,0,0,0,1,1,0,0,0,Entertainment
1071,Star in a comedy movie,A mystery-solving adventure,0,0,0,1,1,0,0,0,Entertainment
1072,Have a talent for drawing cartoons,Writing funny jokes,0,0,0,1,1,0,0,0,Entertainment
1073,Have a backyard full of trampolines,A room full of board games,0,0,0,1,1,0,0,0,Entertainment
1074,Perform in a talent show,Participate in a cooking competition,0,0,0,1,1,0,0,0,Entertainment
1075,Have a virtual reality headset that lets you enter any movie,A robot friend that can talk and play games,0,0,0,1,1,0,0,0,Entertainment
1076,Have a superpower that helps you learn any subject instantly,Be able to visit any historical event in person,0,0,0,1,1,0,0,0,Education
1077,Have a personal robot tutor,Attend a school with all your friends,0,0,0,1,1,0,0,0,Education
1078,Have a library filled with every book ever written,A computer that can answer any question,0,0,0,1,1,0,0,0,Education
1079,Learn about dinosaurs,Outer space,0,0,0,1,1,0,0,0,Education
1080,Have a math competition with friends,A science experiment day,0,0,0,1,1,0,0,0,Education
1081,Explore ancient ruins,Discover a new species of animal,0,0,0,1,1,0,0,0,Education
1082,Learn to play a musical instrument,Speak a new language,0,0,0,1,1,0,0,0,Education
1083,Attend a virtual reality school where you can visit any place,A school with amazing outdoor classrooms,0,0,0,1,1,0,0,0,Education
1084,Have a time machine to visit famous inventors,Be able to talk to animals and learn their secrets,0,0,0,1,1,0,0,0,Education
1085,Have a science lab at home,An art studio with endless art supplies,0,0,0,1,1,0,0,0,Education
1086,Have a teacher who can explain any concept in a fun way,Be friends with a famous scientist,0,0,0,1,1,0,0,0,Education
1087,Solve challenging puzzles,Create your own inventions,0,0,0,1,1,0,0,0,Education
1088,Have a school that teaches magic,A school that teaches how to build robots,0,0,0,1,1,0,0,0,Education
1089,Learn history by traveling through time,Learn geography by exploring the world,0,0,0,1,1,0,0,0,Education
1090,Have a notebook that turns your drawings into real objects,A backpack that holds unlimited books,0,0,0,1,1,0,0,0,Education
